county,precinct,office,district,candidate,party,election_day,absentee,early_voting,votes
Clinton,"Bath Charter Township, Precinct 1",Ballots Cast,,,,,,,1187
Clinton,"Bath Charter Township, Precinct 1",Registered Voters,,,,,,,1553
Clinton,"Bath Charter Township, Precinct 1",Straight Party Ticket,,Democratic Party,DEM,81,154,26,261
Clinton,"Bath Charter Township, Precinct 1",Straight Party Ticket,,Republican Party,REP,172,97,43,312
Clinton,"Bath Charter Township, Precinct 1",Straight Party Ticket,,Libertarian Party,LIB,3,0,1,4
Clinton,"Bath Charter Township, Precinct 1",Straight Party Ticket,,U.S. Taxpayers Party,UST,0,1,0,1
Clinton,"Bath Charter Township, Precinct 1",Straight Party Ticket,,Green Party,GRN,1,0,0,1
Clinton,"Bath Charter Township, Precinct 1",Straight Party Ticket,,Working Class Party,WCP,3,1,0,4
Clinton,"Bath Charter Township, Precinct 1",Straight Party Ticket,,Natural Law Party,NLP,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Straight Party Ticket,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Straight Party Ticket,,Unresolved write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,Kamala D. Harris Tim Walz,DEM,187,302,49,538
Clinton,"Bath Charter Township, Precinct 1",President,,Donald J. Trump JD Vance,REP,347,181,94,622
Clinton,"Bath Charter Township, Precinct 1",President,,Chase Oliver Mike ter Maat,LIB,4,3,0,7
Clinton,"Bath Charter Township, Precinct 1",President,,Randall Terry Stephen E. Broden,UST,0,1,0,1
Clinton,"Bath Charter Township, Precinct 1",President,,Jill Stein Rudolph Ware,GRN,1,2,1,4
Clinton,"Bath Charter Township, Precinct 1",President,,"Robert F. Kennedy, Jr. Nicole Shanahan",NLP,4,4,0,8
Clinton,"Bath Charter Township, Precinct 1",President,,Joseph Kishore Jerry White,NPA,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,Cornel West Melina Abdullah,NPA,1,0,0,1
Clinton,"Bath Charter Township, Precinct 1",President,,Cherunda Lynn Fox (W),,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,Claudia De la Cruz (W),,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,Jay J. Bowman (W),,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,Peter Sonski (W),,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,Rejected write-in votes:,,1,0,0,1
Clinton,"Bath Charter Township, Precinct 1",President,,Unresolved write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,195,298,51,544
Clinton,"Bath Charter Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,328,175,91,594
Clinton,"Bath Charter Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,7,5,1,13
Clinton,"Bath Charter Township, Precinct 1",U.S. Senate,,Dave Stein,UST,4,6,0,10
Clinton,"Bath Charter Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,5,1,0,6
Clinton,"Bath Charter Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,1,2,0,3
Clinton,"Bath Charter Township, Precinct 1",U.S. Senate,,James Chapman (W),,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",U.S. Senate,,Rejected write-in votes:,,0,0,1,1
Clinton,"Bath Charter Township, Precinct 1",U.S. Senate,,Unresolved write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",U.S. House,7,Curtis Hertel,DEM,170,276,46,492
Clinton,"Bath Charter Township, Precinct 1",U.S. House,7,Tom Barrett,REP,330,179,89,598
Clinton,"Bath Charter Township, Precinct 1",U.S. House,7,L. Rachel Dailey,LIB,28,16,5,49
Clinton,"Bath Charter Township, Precinct 1",U.S. House,7,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",U.S. House,7,Unresolved write-in votes:,,0,0,1,1
Clinton,"Bath Charter Township, Precinct 1",State House,75,Penelope Tsernoglou,DEM,175,288,46,509
Clinton,"Bath Charter Township, Precinct 1",State House,75,Frank Lambert,REP,336,181,92,609
Clinton,"Bath Charter Township, Precinct 1",State House,75,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",State House,75,Unresolved write-in votes:,,3,2,1,6
Clinton,"Bath Charter Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,DEM,148,260,43,451
Clinton,"Bath Charter Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,DEM,135,248,40,423
Clinton,"Bath Charter Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,REP,295,167,81,543
Clinton,"Bath Charter Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,REP,294,170,85,549
Clinton,"Bath Charter Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,LIB,17,12,5,34
Clinton,"Bath Charter Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,UST,7,4,1,12
Clinton,"Bath Charter Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,UST,11,9,0,20
Clinton,"Bath Charter Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,WCP,35,14,5,54
Clinton,"Bath Charter Township, Precinct 1",Member of the State Board of Education,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Member of the State Board of Education,,Unresolved write-in votes:,,1,0,3,4
Clinton,"Bath Charter Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,DEM,154,250,43,447
Clinton,"Bath Charter Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,141,238,41,420
Clinton,"Bath Charter Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,REP,298,165,83,546
Clinton,"Bath Charter Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,REP,258,152,73,483
Clinton,"Bath Charter Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,LIB,24,13,5,42
Clinton,"Bath Charter Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,UST,18,21,2,41
Clinton,"Bath Charter Township, Precinct 1",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Regent of the University of Michigan,,Rejected write-in votes:,,1,0,3,4
Clinton,"Bath Charter Township, Precinct 1",Regent of the University of Michigan,,Unresolved write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,152,262,44,458
Clinton,"Bath Charter Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,DEM,133,248,41,422
Clinton,"Bath Charter Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,REP,295,170,86,551
Clinton,"Bath Charter Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,REP,271,169,78,518
Clinton,"Bath Charter Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,LIB,18,6,3,27
Clinton,"Bath Charter Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,UST,14,13,1,28
Clinton,"Bath Charter Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,UST,14,8,1,23
Clinton,"Bath Charter Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,GRN,14,4,1,19
Clinton,"Bath Charter Township, Precinct 1",Trustee of Michigan State University,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Trustee of Michigan State University,,Unresolved write-in votes:,,0,0,2,2
Clinton,"Bath Charter Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,DEM,128,230,41,399
Clinton,"Bath Charter Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,DEM,131,232,41,404
Clinton,"Bath Charter Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,REP,270,154,78,502
Clinton,"Bath Charter Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,REP,262,152,77,491
Clinton,"Bath Charter Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,LIB,12,10,4,26
Clinton,"Bath Charter Township, Precinct 1",Governor of Wayne State University,,William Mohr II,UST,9,12,0,21
Clinton,"Bath Charter Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,GRN,9,5,0,14
Clinton,"Bath Charter Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,WCP,23,14,2,39
Clinton,"Bath Charter Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,NLP,12,8,1,21
Clinton,"Bath Charter Township, Precinct 1",Governor of Wayne State University,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Governor of Wayne State University,,Unresolved write-in votes:,,2,0,2,4
Clinton,"Bath Charter Township, Precinct 1",Prosecuting Attorney,,Tony Spagnuolo,REP,396,249,99,744
Clinton,"Bath Charter Township, Precinct 1",Prosecuting Attorney,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Prosecuting Attorney,,Unresolved write-in votes:,,7,5,2,14
Clinton,"Bath Charter Township, Precinct 1",Sheriff,,Sean Dush,REP,386,239,96,721
Clinton,"Bath Charter Township, Precinct 1",Sheriff,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Sheriff,,Unresolved write-in votes:,,3,5,2,10
Clinton,"Bath Charter Township, Precinct 1",Clerk and Register of Deeds,,Debra A. Sutherland,REP,381,242,95,718
Clinton,"Bath Charter Township, Precinct 1",Clerk and Register of Deeds,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Clerk and Register of Deeds,,Unresolved write-in votes:,,3,5,2,10
Clinton,"Bath Charter Township, Precinct 1",Treasurer,,Steven E. Wiswasser,REP,389,250,95,734
Clinton,"Bath Charter Township, Precinct 1",Treasurer,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Treasurer,,Unresolved write-in votes:,,5,5,2,12
Clinton,"Bath Charter Township, Precinct 1",Drain Commissioner,,Phil Hanses,REP,383,240,94,717
Clinton,"Bath Charter Township, Precinct 1",Drain Commissioner,,Tim Gill (W),,0,1,2,3
Clinton,"Bath Charter Township, Precinct 1",Drain Commissioner,,Rejected write-in votes:,,4,3,2,9
Clinton,"Bath Charter Township, Precinct 1",Drain Commissioner,,Unresolved write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",County Commissioner 7th District,,Dwight J. Washington,DEM,139,253,41,433
Clinton,"Bath Charter Township, Precinct 1",County Commissioner 7th District,,Jim Spagnuolo,REP,379,207,97,683
Clinton,"Bath Charter Township, Precinct 1",County Commissioner 7th District,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",County Commissioner 7th District,,Unresolved write-in votes:,,0,2,0,2
Clinton,"Bath Charter Township, Precinct 1",Supervisor,,Ryan Fewins-Bliss,DEM,251,281,61,593
Clinton,"Bath Charter Township, Precinct 1",Supervisor,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Supervisor,,Unresolved write-in votes:,,26,19,6,51
Clinton,"Bath Charter Township, Precinct 1",Clerk,,Brenda L. Butler-Challender,DEM,270,298,63,631
Clinton,"Bath Charter Township, Precinct 1",Clerk,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Clerk,,Unresolved write-in votes:,,18,9,5,32
Clinton,"Bath Charter Township, Precinct 1",Treasurer,,Jennifer Wilson,DEM,271,302,61,634
Clinton,"Bath Charter Township, Precinct 1",Treasurer,,Unresolved write-in votes:,,17,8,6,31
Clinton,"Bath Charter Township, Precinct 1",Trustee,,Kate Hagerman,DEM,200,291,48,539
Clinton,"Bath Charter Township, Precinct 1",Trustee,,Cheryl H. Kellerman,DEM,158,256,44,458
Clinton,"Bath Charter Township, Precinct 1",Trustee,,Ray Kotke,DEM,145,243,40,428
Clinton,"Bath Charter Township, Precinct 1",Trustee,,Allen Lloyd Rosekrans,DEM,151,256,37,444
Clinton,"Bath Charter Township, Precinct 1",Trustee,,Guy Elsenheimer,REP,333,206,91,630
Clinton,"Bath Charter Township, Precinct 1",Trustee,,Jack Phillips,REP,338,203,88,629
Clinton,"Bath Charter Township, Precinct 1",Trustee,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Trustee,,Unresolved write-in votes:,,10,10,6,26
Clinton,"Bath Charter Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,165,103,50,318
Clinton,"Bath Charter Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,173,252,46,471
Clinton,"Bath Charter Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Unresolved write-in votes:,,1,0,3,4
Clinton,"Bath Charter Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,198,241,41,480
Clinton,"Bath Charter Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,144,111,54,309
Clinton,"Bath Charter Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Unresolved write-in votes:,,1,0,2,3
Clinton,"Bath Charter Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position 6 Year Term,,Stephen L. Borrello,,245,225,59,529
Clinton,"Bath Charter Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position 6 Year Term,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position 6 Year Term,,Unresolved write-in votes:,,4,2,3,9
Clinton,"Bath Charter Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,241,235,59,535
Clinton,"Bath Charter Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Unresolved write-in votes:,,3,3,3,9
Clinton,"Bath Charter Township, Precinct 1",Judge of Probate Court Incumbent Position,,Lisa Sullivan,,251,244,59,554
Clinton,"Bath Charter Township, Precinct 1",Judge of Probate Court Incumbent Position,,Rejected write-in votes:,,0,0,0,0
Clinton,"Bath Charter Township, Precinct 1",Judge of Probate Court Incumbent Position,,Unresolved write-in votes:,,1,1,3,5
Clinton,"Bath Charter Township, Precinct 1",Board of Trustees Member Lansing Community College 6 Year Term,,Terry Frazier,,153,146,39,338
Clinton,"Bath Charter Township, Precinct 1",Board of Trustees Member Lansing Community College 6 Year Term,,Ryan J. Smith,,133,124,36,293
Clinton,"Bath Charter Township, Precinct 1",Board of Trustees Member Lansing Community College 6 Year Term,,Chatum Taylor,,119,137,28,284
Clinton,"Bath Charter Township, Precinct 1",Board of Trustees Member Lansing Community College 6 Year Term,,Rejected write-in votes:,,0,0,0,0
