county,precinct,office,district,party,candidate,election_day,av_counting_boards,early_voting,votes
Calhoun,"City of Albion, Precinct 1",Ballots Cast,,,,363,168,55,586
Calhoun,"City of Albion, Precinct 2",Ballots Cast,,,,258,135,39,432
Calhoun,"City of Albion, Precinct 3",Ballots Cast,,,,342,243,44,629
Calhoun,"City of Albion, Precinct 4",Ballots Cast,,,,299,127,43,469
Calhoun,"City of Albion, Precinct 5",Ballots Cast,,,,326,234,69,629
Calhoun,"City of Albion, Precinct 6",Ballots Cast,,,,230,204,44,478
Calhoun,"City of Battle Creek, Precinct 1",Ballots Cast,,,,424,179,160,763
Calhoun,"City of Battle Creek, Precinct 2",Ballots Cast,,,,424,198,208,830
Calhoun,"City of Battle Creek, Precinct 3",Ballots Cast,,,,506,603,467,1576
Calhoun,"City of Battle Creek, Precinct 4",Ballots Cast,,,,611,305,263,1179
Calhoun,"City of Battle Creek, Precinct 5",Ballots Cast,,,,505,575,409,1489
Calhoun,"City of Battle Creek, Precinct 6",Ballots Cast,,,,521,512,374,1407
Calhoun,"City of Battle Creek, Precinct 7",Ballots Cast,,,,297,123,123,543
Calhoun,"City of Battle Creek, Precinct 8",Ballots Cast,,,,646,523,416,1585
Calhoun,"City of Battle Creek, Precinct 9",Ballots Cast,,,,483,322,239,1044
Calhoun,"City of Battle Creek, Precinct 10",Ballots Cast,,,,521,394,255,1170
Calhoun,"City of Battle Creek, Precinct 11",Ballots Cast,,,,727,568,385,1680
Calhoun,"City of Battle Creek, Precinct 12",Ballots Cast,,,,310,259,174,743
Calhoun,"City of Battle Creek, Precinct 13",Ballots Cast,,,,554,194,183,931
Calhoun,"City of Battle Creek, Precinct 15",Ballots Cast,,,,529,573,414,1516
Calhoun,"City of Battle Creek, Precinct 17",Ballots Cast,,,,695,317,278,1290
Calhoun,"City of Battle Creek, Precinct 18",Ballots Cast,,,,389,180,139,708
Calhoun,"City of Battle Creek, Precinct 19",Ballots Cast,,,,323,125,104,552
Calhoun,"City of Battle Creek, Precinct 20",Ballots Cast,,,,521,489,398,1408
Calhoun,"City of Battle Creek, Precinct 21",Ballots Cast,,,,509,360,206,1075
Calhoun,"City of Battle Creek, Precinct 22",Ballots Cast,,,,512,289,251,1052
Calhoun,"City of Battle Creek, Precinct 23",Ballots Cast,,,,533,340,361,1234
Calhoun,"City of Marshall, Precinct 1",Ballots Cast,,,,756,703,549,2008
Calhoun,"City of Marshall, Precinct 2",Ballots Cast,,,,689,833,461,1983
Calhoun,"City of Springfield, Precinct 1",Ballots Cast,,,,1112,635,366,2113
Calhoun,"Albion Township, Precinct 1",Ballots Cast,,,,583,0,68,651
Calhoun,"Athens Township, Precinct 1",Ballots Cast,,,,1268,0,129,1397
Calhoun,"Bedford Charter Township, Precinct 1",Ballots Cast,,,,640,586,328,1554
Calhoun,"Bedford Charter Township, Precinct 2",Ballots Cast,,,,868,484,361,1713
Calhoun,"Bedford Charter Township, Precinct 3",Ballots Cast,,,,849,639,423,1911
Calhoun,"Burlington Township, Precinct 1",Ballots Cast,,,,981,0,100,1081
Calhoun,"Clarence Township, Precinct 1",Ballots Cast,,,,1124,0,111,1235
Calhoun,"Clarendon Township, Precinct 1",Ballots Cast,,,,568,0,98,666
Calhoun,"Convis Township, Precinct 1",Ballots Cast,,,,768,0,119,887
Calhoun,"Eckford Township, Precinct 1",Ballots Cast,,,,731,0,88,819
Calhoun,"Emmett Charter Township, Precinct 1",Ballots Cast,,,,638,304,173,1115
Calhoun,"Emmett Charter Township, Precinct 2",Ballots Cast,,,,783,641,376,1800
Calhoun,"Emmett Charter Township, Precinct 3",Ballots Cast,,,,695,430,289,1414
Calhoun,"Emmett Charter Township, Precinct 4",Ballots Cast,,,,991,737,399,2127
