county,precinct,office,district,candidate,party,election_day,early_voting,votes
Osceola,"Burdell Township, Precinct 1",President,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",President,,Kamala D. Harris,Democrat,175,17,192
Osceola,"Burdell Township, Precinct 1",President,,Donald J. Trump,Republican,560,64,624
Osceola,"Burdell Township, Precinct 1",President,,Chase Oliver,Libertarian,2,0,2
Osceola,"Burdell Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,2,0,2
Osceola,"Burdell Township, Precinct 1",President,,Jill Stein,Green,1,1,2
Osceola,"Burdell Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",Natural Law,2,0,2
Osceola,"Burdell Township, Precinct 1",President,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",President,,Under Vote Count,,5,0,5
Osceola,"Burdell Township, Precinct 1",U.S. Senate,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,173,16,189
Osceola,"Burdell Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,538,64,602
Osceola,"Burdell Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,6,0,6
Osceola,"Burdell Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,3,0,3
Osceola,"Burdell Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,5,1,6
Osceola,"Burdell Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,5,0,5
Osceola,"Burdell Township, Precinct 1",U.S. Senate,,Write-in,,1,0,1
Osceola,"Burdell Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",U.S. Senate,,Under Vote Count,,16,1,17
Osceola,"Burdell Township, Precinct 1",U.S. House,2,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",U.S. House,2,Michael Lynch,Democrat,158,17,175
Osceola,"Burdell Township, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,558,64,622
Osceola,"Burdell Township, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,3,0,3
Osceola,"Burdell Township, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,4,0,4
Osceola,"Burdell Township, Precinct 1",U.S. House,2,Write-in,,1,0,1
Osceola,"Burdell Township, Precinct 1",U.S. House,2,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",U.S. House,2,Under Vote Count,,23,1,24
Osceola,"Burdell Township, Precinct 1",State House,100,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",State House,100,Tracy Ruell,Democrat,168,17,185
Osceola,"Burdell Township, Precinct 1",State House,100,Tom Kunse,Republican,541,63,604
Osceola,"Burdell Township, Precinct 1",State House,100,Write-in,,3,1,4
Osceola,"Burdell Township, Precinct 1",State House,100,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",State House,100,Under Vote Count,,35,1,36
Osceola,"Burdell Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,150,15,165
Osceola,"Burdell Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,138,16,154
Osceola,"Burdell Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,498,62,560
Osceola,"Burdell Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,493,62,555
Osceola,"Burdell Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,17,0,17
Osceola,"Burdell Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,10,0,10
Osceola,"Burdell Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,14,1,15
Osceola,"Burdell Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,31,1,32
Osceola,"Burdell Township, Precinct 1",Member of the State Board of Education,,Write-in,,3,0,3
Osceola,"Burdell Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,140,7,147
Osceola,"Burdell Township, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,154,17,171
Osceola,"Burdell Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,153,16,169
Osceola,"Burdell Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,514,64,578
Osceola,"Burdell Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,469,59,528
Osceola,"Burdell Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,12,1,13
Osceola,"Burdell Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,19,0,19
Osceola,"Burdell Township, Precinct 1",Regent of the University of Michigan,,Write-in,,3,0,3
Osceola,"Burdell Township, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,170,7,177
Osceola,"Burdell Township, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,151,16,167
Osceola,"Burdell Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,146,14,160
Osceola,"Burdell Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,501,62,563
Osceola,"Burdell Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,486,59,545
Osceola,"Burdell Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,12,0,12
Osceola,"Burdell Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,15,1,16
Osceola,"Burdell Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,11,0,11
Osceola,"Burdell Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,5,2,7
Osceola,"Burdell Township, Precinct 1",Trustee of Michigan State University,,Write-in,,4,0,4
Osceola,"Burdell Township, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,163,10,173
Osceola,"Burdell Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,140,13,153
Osceola,"Burdell Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,146,14,160
Osceola,"Burdell Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,481,61,542
Osceola,"Burdell Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,482,59,541
Osceola,"Burdell Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,7,0,7
Osceola,"Burdell Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,18,0,18
Osceola,"Burdell Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,4,2,6
Osceola,"Burdell Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,16,2,18
Osceola,"Burdell Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,9,0,9
Osceola,"Burdell Township, Precinct 1",Governor of Wayne State University,,Write-in,,4,0,4
Osceola,"Burdell Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,187,13,200
Osceola,"Burdell Township, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",County Prosecuting Attorney,,Anthony Badovinac,Republican,599,69,668
Osceola,"Burdell Township, Precinct 1",County Prosecuting Attorney,,Write-in,,6,1,7
Osceola,"Burdell Township, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,142,12,154
Osceola,"Burdell Township, Precinct 1",County Sheriff,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",County Sheriff,,Mark Cool,Republican,613,69,682
Osceola,"Burdell Township, Precinct 1",County Sheriff,,Write-in,,7,0,7
Osceola,"Burdell Township, Precinct 1",County Sheriff,,Over Vote Count,,1,0,1
Osceola,"Burdell Township, Precinct 1",County Sheriff,,Under Vote Count,,126,13,139
Osceola,"Burdell Township, Precinct 1",County Clerk,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",County Clerk,,Tracey Cochran,Republican,599,69,668
Osceola,"Burdell Township, Precinct 1",County Clerk,,Write-in,,7,0,7
