county,precinct,office,district,party,candidate,election_day,av_counting_boards,early_voting,votes
Barry,"Prairieville Township, Precinct 1",Registered Voters,,,,,,,2845
Barry,"Rutland Charter Township, Precinct 1",Registered Voters,,,,,,,1562
Barry,"Rutland Charter Township, Precinct 2",Registered Voters,,,,,,,2049
Barry,"Thornapple Township, Precinct 1",Registered Voters,,,,,,,2543
Barry,"Thornapple Township, Precinct 2",Registered Voters,,,,,,,2541
Barry,"Thornapple Township, Precinct 3",Registered Voters,,,,,,,2593
Barry,"Woodland Township, Precinct 1",Registered Voters,,,,,,,1723
Barry,"Yankee Springs Township, Precinct 1",Registered Voters,,,,,,,2708
Barry,"Yankee Springs Township, Precinct 2",Registered Voters,,,,,,,1881
Barry,"City of Hastings,Ward 1, Precinct 1",Straight Party,,DEM,Democratic,54,136,36,226
Barry,"City of Hastings,Ward 1, Precinct 1",Straight Party,,REP,Republican,162,118,83,363
Barry,"City of Hastings,Ward 1, Precinct 1",Straight Party,,LIB,Libertarian,2,0,0,2
Barry,"City of Hastings,Ward 1, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Barry,"City of Hastings,Ward 1, Precinct 1",Straight Party,,NLP,Natural Law,0,1,0,1
Barry,"City of Hastings,Ward 1, Precinct 1",Straight Party,,WCP,Working Class,4,1,2,7
Barry,"City of Hastings,Ward 1, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,2,0,2
Barry,"City of Hastings,Ward 1, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"City of Hastings,Ward 2, Precinct 2",Straight Party,,DEM,Democratic,67,94,44,205
Barry,"City of Hastings,Ward 2, Precinct 2",Straight Party,,REP,Republican,192,54,108,354
Barry,"City of Hastings,Ward 2, Precinct 2",Straight Party,,LIB,Libertarian,1,0,0,1
Barry,"City of Hastings,Ward 2, Precinct 2",Straight Party,,GRN,Green,1,0,0,1
Barry,"City of Hastings,Ward 2, Precinct 2",Straight Party,,NLP,Natural Law,0,0,1,1
Barry,"City of Hastings,Ward 2, Precinct 2",Straight Party,,WCP,Working Class,5,4,4,13
Barry,"City of Hastings,Ward 2, Precinct 2",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Barry,"City of Hastings,Ward 2, Precinct 2",Straight Party,,,Write-ins,0,0,0,0
Barry,"City of Hastings,Ward 3, Precinct 3",Straight Party,,DEM,Democratic,52,65,50,167
Barry,"City of Hastings,Ward 3, Precinct 3",Straight Party,,REP,Republican,185,41,99,325
Barry,"City of Hastings,Ward 3, Precinct 3",Straight Party,,LIB,Libertarian,2,2,0,4
Barry,"City of Hastings,Ward 3, Precinct 3",Straight Party,,GRN,Green,2,1,0,3
Barry,"City of Hastings,Ward 3, Precinct 3",Straight Party,,NLP,Natural Law,1,0,0,1
Barry,"City of Hastings,Ward 3, Precinct 3",Straight Party,,WCP,Working Class,3,0,0,3
Barry,"City of Hastings,Ward 3, Precinct 3",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Barry,"City of Hastings,Ward 3, Precinct 3",Straight Party,,,Write-ins,0,0,0,0
Barry,"City of Hastings,Ward 4, Precinct 4",Straight Party,,DEM,Democratic,53,92,42,187
Barry,"City of Hastings,Ward 4, Precinct 4",Straight Party,,REP,Republican,148,70,104,322
Barry,"City of Hastings,Ward 4, Precinct 4",Straight Party,,LIB,Libertarian,0,0,1,1
Barry,"City of Hastings,Ward 4, Precinct 4",Straight Party,,GRN,Green,2,0,1,3
Barry,"City of Hastings,Ward 4, Precinct 4",Straight Party,,NLP,Natural Law,0,0,0,0
Barry,"City of Hastings,Ward 4, Precinct 4",Straight Party,,WCP,Working Class,5,0,0,5
Barry,"City of Hastings,Ward 4, Precinct 4",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Barry,"City of Hastings,Ward 4, Precinct 4",Straight Party,,,Write-ins,0,0,0,0
Barry,"Assyria Township, Precinct 1",Straight Party,,DEM,Democratic,157,0,19,176
Barry,"Assyria Township, Precinct 1",Straight Party,,REP,Republican,411,0,201,612
Barry,"Assyria Township, Precinct 1",Straight Party,,LIB,Libertarian,0,0,0,0
Barry,"Assyria Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Barry,"Assyria Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Barry,"Assyria Township, Precinct 1",Straight Party,,WCP,Working Class,2,0,0,2
Barry,"Assyria Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Barry,"Assyria Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Baltimore Township, Precinct 1",Straight Party,,DEM,Democratic,47,49,34,130
Barry,"Baltimore Township, Precinct 1",Straight Party,,REP,Republican,200,57,201,458
Barry,"Baltimore Township, Precinct 1",Straight Party,,LIB,Libertarian,2,1,0,3
Barry,"Baltimore Township, Precinct 1",Straight Party,,GRN,Green,1,1,0,2
Barry,"Baltimore Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,1,1
Barry,"Baltimore Township, Precinct 1",Straight Party,,WCP,Working Class,3,0,0,3
Barry,"Baltimore Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Barry,"Baltimore Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Barry Township, Precinct 1",Straight Party,,DEM,Democratic,72,171,75,318
Barry,"Barry Township, Precinct 1",Straight Party,,REP,Republican,247,213,342,802
Barry,"Barry Township, Precinct 1",Straight Party,,LIB,Libertarian,3,1,1,5
Barry,"Barry Township, Precinct 1",Straight Party,,GRN,Green,0,2,1,3
Barry,"Barry Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,1,1
Barry,"Barry Township, Precinct 1",Straight Party,,WCP,Working Class,3,3,1,7
Barry,"Barry Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,1,1
Barry,"Barry Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Carlton Township, Precinct 1",Straight Party,,DEM,Democratic,162,0,58,220
Barry,"Carlton Township, Precinct 1",Straight Party,,REP,Republican,385,0,268,653
Barry,"Carlton Township, Precinct 1",Straight Party,,LIB,Libertarian,0,0,0,0
Barry,"Carlton Township, Precinct 1",Straight Party,,GRN,Green,1,0,0,1
Barry,"Carlton Township, Precinct 1",Straight Party,,NLP,Natural Law,2,0,0,2
Barry,"Carlton Township, Precinct 1",Straight Party,,WCP,Working Class,5,0,0,5
Barry,"Carlton Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Barry,"Carlton Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Castleton Township, Precinct 1",Straight Party,,DEM,Democratic,148,0,67,215
Barry,"Castleton Township, Precinct 1",Straight Party,,REP,Republican,395,0,308,703
Barry,"Castleton Township, Precinct 1",Straight Party,,LIB,Libertarian,1,0,0,1
Barry,"Castleton Township, Precinct 1",Straight Party,,GRN,Green,2,0,0,2
Barry,"Castleton Township, Precinct 1",Straight Party,,NLP,Natural Law,3,0,0,3
Barry,"Castleton Township, Precinct 1",Straight Party,,WCP,Working Class,6,0,3,9
Barry,"Castleton Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,4,0,0,4
Barry,"Castleton Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Hastings Charter Township, Precinct 1",Straight Party,,DEM,Democratic,60,107,68,235
Barry,"Hastings Charter Township, Precinct 1",Straight Party,,REP,Republican,360,171,242,773
Barry,"Hastings Charter Township, Precinct 1",Straight Party,,LIB,Libertarian,4,0,0,4
Barry,"Hastings Charter Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Barry,"Hastings Charter Township, Precinct 1",Straight Party,,NLP,Natural Law,0,1,1,2
Barry,"Hastings Charter Township, Precinct 1",Straight Party,,WCP,Working Class,5,0,1,6
Barry,"Hastings Charter Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,2,1,0,3
Barry,"Hastings Charter Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Hope Township, Precinct 1",Straight Party,,DEM,Democratic,78,156,49,283
Barry,"Hope Township, Precinct 1",Straight Party,,REP,Republican,386,218,211,815
Barry,"Hope Township, Precinct 1",Straight Party,,LIB,Libertarian,5,0,0,5
Barry,"Hope Township, Precinct 1",Straight Party,,GRN,Green,2,0,0,2
Barry,"Hope Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,1,1
Barry,"Hope Township, Precinct 1",Straight Party,,WCP,Working Class,4,1,0,5
Barry,"Hope Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,1,1,2
Barry,"Hope Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Irving Township, Precinct 1",Straight Party,,DEM,Democratic,45,149,97,291
Barry,"Irving Township, Precinct 1",Straight Party,,REP,Republican,234,249,557,1040
Barry,"Irving Township, Precinct 1",Straight Party,,LIB,Libertarian,6,2,1,9
Barry,"Irving Township, Precinct 1",Straight Party,,GRN,Green,1,0,0,1
Barry,"Irving Township, Precinct 1",Straight Party,,NLP,Natural Law,1,1,0,2
Barry,"Irving Township, Precinct 1",Straight Party,,WCP,Working Class,3,2,4,9
Barry,"Irving Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Barry,"Irving Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Johnstown Township, Precinct 1",Straight Party,,DEM,Democratic,52,150,62,264
Barry,"Johnstown Township, Precinct 1",Straight Party,,REP,Republican,289,213,319,821
Barry,"Johnstown Township, Precinct 1",Straight Party,,LIB,Libertarian,1,2,1,4
Barry,"Johnstown Township, Precinct 1",Straight Party,,GRN,Green,1,0,1,2
Barry,"Johnstown Township, Precinct 1",Straight Party,,NLP,Natural Law,2,0,0,2
Barry,"Johnstown Township, Precinct 1",Straight Party,,WCP,Working Class,3,1,1,5
Barry,"Johnstown Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Barry,"Johnstown Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Maple Grove Township, Precinct 1",Straight Party,,DEM,Democratic,75,0,11,86
Barry,"Maple Grove Township, Precinct 1",Straight Party,,REP,Republican,289,0,80,369
Barry,"Maple Grove Township, Precinct 1",Straight Party,,LIB,Libertarian,1,0,0,1
Barry,"Maple Grove Township, Precinct 1",Straight Party,,GRN,Green,1,0,0,1
Barry,"Maple Grove Township, Precinct 1",Straight Party,,NLP,Natural Law,1,0,1,2
Barry,"Maple Grove Township, Precinct 1",Straight Party,,WCP,Working Class,4,0,1,5
Barry,"Maple Grove Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,2,0,0,2
Barry,"Maple Grove Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Orangeville Township, Precinct 1",Straight Party,,DEM,Democratic,63,168,93,324
Barry,"Orangeville Township, Precinct 1",Straight Party,,REP,Republican,277,285,430,992
Barry,"Orangeville Township, Precinct 1",Straight Party,,LIB,Libertarian,4,4,0,8
Barry,"Orangeville Township, Precinct 1",Straight Party,,GRN,Green,0,1,0,1
Barry,"Orangeville Township, Precinct 1",Straight Party,,NLP,Natural Law,2,1,0,3
Barry,"Orangeville Township, Precinct 1",Straight Party,,WCP,Working Class,7,3,1,11
Barry,"Orangeville Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Barry,"Orangeville Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Prairieville Township, Precinct 1",Straight Party,,DEM,Democratic,46,239,109,394
Barry,"Prairieville Township, Precinct 1",Straight Party,,REP,Republican,185,239,332,756
Barry,"Prairieville Township, Precinct 1",Straight Party,,LIB,Libertarian,0,2,1,3
Barry,"Prairieville Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Barry,"Prairieville Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Barry,"Prairieville Township, Precinct 1",Straight Party,,WCP,Working Class,2,2,2,6
Barry,"Prairieville Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,3,0,0,3
Barry,"Prairieville Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Rutland Charter Township, Precinct 1",Straight Party,,DEM,Democratic,34,89,37,160
Barry,"Rutland Charter Township, Precinct 1",Straight Party,,REP,Republican,148,107,192,447
Barry,"Rutland Charter Township, Precinct 1",Straight Party,,LIB,Libertarian,2,0,0,2
Barry,"Rutland Charter Township, Precinct 1",Straight Party,,GRN,Green,0,1,0,1
Barry,"Rutland Charter Township, Precinct 1",Straight Party,,NLP,Natural Law,1,0,0,1
Barry,"Rutland Charter Township, Precinct 1",Straight Party,,WCP,Working Class,3,1,0,4
Barry,"Rutland Charter Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,1,0,2
Barry,"Rutland Charter Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Rutland Charter Township, Precinct 2",Straight Party,,DEM,Democratic,64,141,55,260
Barry,"Rutland Charter Township, Precinct 2",Straight Party,,REP,Republican,156,142,227,525
Barry,"Rutland Charter Township, Precinct 2",Straight Party,,LIB,Libertarian,0,0,1,1
Barry,"Rutland Charter Township, Precinct 2",Straight Party,,GRN,Green,0,0,0,0
Barry,"Rutland Charter Township, Precinct 2",Straight Party,,NLP,Natural Law,0,0,1,1
Barry,"Rutland Charter Township, Precinct 2",Straight Party,,WCP,Working Class,0,0,0,0
Barry,"Rutland Charter Township, Precinct 2",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Barry,"Rutland Charter Township, Precinct 2",Straight Party,,,Write-ins,0,0,0,0
Barry,"Thornapple Township, Precinct 1",Straight Party,,DEM,Democratic,47,112,59,218
Barry,"Thornapple Township, Precinct 1",Straight Party,,REP,Republican,256,240,406,902
Barry,"Thornapple Township, Precinct 1",Straight Party,,LIB,Libertarian,1,2,0,3
Barry,"Thornapple Township, Precinct 1",Straight Party,,GRN,Green,1,1,0,2
Barry,"Thornapple Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Barry,"Thornapple Township, Precinct 1",Straight Party,,WCP,Working Class,3,0,2,5
Barry,"Thornapple Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Barry,"Thornapple Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Thornapple Township, Precinct 2",Straight Party,,DEM,Democratic,73,109,77,259
Barry,"Thornapple Township, Precinct 2",Straight Party,,REP,Republican,250,172,363,785
Barry,"Thornapple Township, Precinct 2",Straight Party,,LIB,Libertarian,2,1,2,5
Barry,"Thornapple Township, Precinct 2",Straight Party,,GRN,Green,4,1,2,7
Barry,"Thornapple Township, Precinct 2",Straight Party,,NLP,Natural Law,0,0,1,1
Barry,"Thornapple Township, Precinct 2",Straight Party,,WCP,Working Class,9,2,3,14
Barry,"Thornapple Township, Precinct 2",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Barry,"Thornapple Township, Precinct 2",Straight Party,,,Write-ins,0,0,0,0
Barry,"Thornapple Township, Precinct 3",Straight Party,,DEM,Democratic,81,105,93,279
Barry,"Thornapple Township, Precinct 3",Straight Party,,REP,Republican,259,115,328,702
Barry,"Thornapple Township, Precinct 3",Straight Party,,LIB,Libertarian,2,1,4,7
Barry,"Thornapple Township, Precinct 3",Straight Party,,GRN,Green,6,0,1,7
Barry,"Thornapple Township, Precinct 3",Straight Party,,NLP,Natural Law,2,0,0,2
Barry,"Thornapple Township, Precinct 3",Straight Party,,WCP,Working Class,4,1,1,6
Barry,"Thornapple Township, Precinct 3",Straight Party,,UST,U.S. Taxpayers,2,2,1,5
Barry,"Thornapple Township, Precinct 3",Straight Party,,,Write-ins,0,0,0,0
Barry,"Woodland Township, Precinct 1",Straight Party,,DEM,Democratic,174,0,24,198
Barry,"Woodland Township, Precinct 1",Straight Party,,REP,Republican,402,0,127,529
Barry,"Woodland Township, Precinct 1",Straight Party,,LIB,Libertarian,2,0,0,2
Barry,"Woodland Township, Precinct 1",Straight Party,,GRN,Green,1,0,0,1
Barry,"Woodland Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Barry,"Woodland Township, Precinct 1",Straight Party,,WCP,Working Class,3,0,0,3
Barry,"Woodland Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Barry,"Woodland Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Yankee Springs Township, Precinct 1",Straight Party,,DEM,Democratic,70,150,75,295
Barry,"Yankee Springs Township, Precinct 1",Straight Party,,REP,Republican,267,226,378,871
Barry,"Yankee Springs Township, Precinct 1",Straight Party,,LIB,Libertarian,5,1,2,8
Barry,"Yankee Springs Township, Precinct 1",Straight Party,,GRN,Green,1,1,0,2
Barry,"Yankee Springs Township, Precinct 1",Straight Party,,NLP,Natural Law,1,0,0,1
Barry,"Yankee Springs Township, Precinct 1",Straight Party,,WCP,Working Class,5,0,3,8
Barry,"Yankee Springs Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,1,0,2
Barry,"Yankee Springs Township, Precinct 1",Straight Party,,,Write-ins,0,0,0,0
Barry,"Yankee Springs Township, Precinct 2",Straight Party,,DEM,Democratic,63,112,48,223
Barry,"Yankee Springs Township, Precinct 2",Straight Party,,REP,Republican,209,198,244,651
Barry,"Yankee Springs Township, Precinct 2",Straight Party,,LIB,Libertarian,0,1,2,3
Barry,"Yankee Springs Township, Precinct 2",Straight Party,,GRN,Green,1,1,0,2
Barry,"Yankee Springs Township, Precinct 2",Straight Party,,NLP,Natural Law,0,0,0,0
Barry,"Yankee Springs Township, Precinct 2",Straight Party,,WCP,Working Class,0,0,1,1
Barry,"Yankee Springs Township, Precinct 2",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Barry,"Yankee Springs Township, Precinct 2",Straight Party,,,Write-ins,0,0,0,0
Barry,"City of Hastings,Ward 1, Precinct 1",President,,DEM,Kamala D. Harris,129,271,100,500
Barry,"City of Hastings,Ward 1, Precinct 1",President,,REP,Donald J. Trump,261,174,138,573
Barry,"City of Hastings,Ward 1, Precinct 1",President,,LIB,Chase Oliver,3,1,2,6
Barry,"City of Hastings,Ward 1, Precinct 1",President,,UST,Randall Terry,1,2,2,5
Barry,"City of Hastings,Ward 1, Precinct 1",President,,GRN,Jill Stein,0,0,0,0
Barry,"City of Hastings,Ward 1, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,2,8,5,15
Barry,"City of Hastings,Ward 1, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Barry,"City of Hastings,Ward 1, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"City of Hastings,Ward 1, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"City of Hastings,Ward 1, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"City of Hastings,Ward 1, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"City of Hastings,Ward 1, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"City of Hastings,Ward 1, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"City of Hastings,Ward 2, Precinct 2",President,,DEM,Kamala D. Harris,129,179,95,403
Barry,"City of Hastings,Ward 2, Precinct 2",President,,REP,Donald J. Trump,318,94,167,579
Barry,"City of Hastings,Ward 2, Precinct 2",President,,LIB,Chase Oliver,2,0,0,2
Barry,"City of Hastings,Ward 2, Precinct 2",President,,UST,Randall Terry,1,0,1,2
Barry,"City of Hastings,Ward 2, Precinct 2",President,,GRN,Jill Stein,1,1,0,2
Barry,"City of Hastings,Ward 2, Precinct 2",President,,NLP,Robert F. Kennedy Jr.,2,5,5,12
Barry,"City of Hastings,Ward 2, Precinct 2",President,,,Joseph Kishore,0,0,0,0
Barry,"City of Hastings,Ward 2, Precinct 2",President,,,Cornel West,0,0,0,0
Barry,"City of Hastings,Ward 2, Precinct 2",President,,,Jay J. Bowman,0,0,0,0
Barry,"City of Hastings,Ward 2, Precinct 2",President,,,Claudia De la Cruz,0,0,0,0
Barry,"City of Hastings,Ward 2, Precinct 2",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"City of Hastings,Ward 2, Precinct 2",President,,,Peter Sonski,0,0,0,0
Barry,"City of Hastings,Ward 2, Precinct 2",President,,,Write-ins,0,0,0,0
Barry,"City of Hastings,Ward 3, Precinct 3",President,,DEM,Kamala D. Harris,124,149,98,371
Barry,"City of Hastings,Ward 3, Precinct 3",President,,REP,Donald J. Trump,301,76,157,534
Barry,"City of Hastings,Ward 3, Precinct 3",President,,LIB,Chase Oliver,3,2,1,6
Barry,"City of Hastings,Ward 3, Precinct 3",President,,UST,Randall Terry,2,0,1,3
Barry,"City of Hastings,Ward 3, Precinct 3",President,,GRN,Jill Stein,2,1,0,3
Barry,"City of Hastings,Ward 3, Precinct 3",President,,NLP,Robert F. Kennedy Jr.,5,5,2,12
Barry,"City of Hastings,Ward 3, Precinct 3",President,,,Joseph Kishore,0,0,0,0
Barry,"City of Hastings,Ward 3, Precinct 3",President,,,Cornel West,0,0,0,0
Barry,"City of Hastings,Ward 3, Precinct 3",President,,,Jay J. Bowman,0,0,0,0
Barry,"City of Hastings,Ward 3, Precinct 3",President,,,Claudia De la Cruz,0,0,0,0
Barry,"City of Hastings,Ward 3, Precinct 3",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"City of Hastings,Ward 3, Precinct 3",President,,,Peter Sonski,0,0,0,0
Barry,"City of Hastings,Ward 3, Precinct 3",President,,,Write-ins,0,0,0,0
Barry,"City of Hastings,Ward 4, Precinct 4",President,,DEM,Kamala D. Harris,120,245,114,479
Barry,"City of Hastings,Ward 4, Precinct 4",President,,REP,Donald J. Trump,247,135,184,566
Barry,"City of Hastings,Ward 4, Precinct 4",President,,LIB,Chase Oliver,4,0,3,7
Barry,"City of Hastings,Ward 4, Precinct 4",President,,UST,Randall Terry,1,1,0,2
Barry,"City of Hastings,Ward 4, Precinct 4",President,,GRN,Jill Stein,0,0,2,2
Barry,"City of Hastings,Ward 4, Precinct 4",President,,NLP,Robert F. Kennedy Jr.,1,2,1,4
Barry,"City of Hastings,Ward 4, Precinct 4",President,,,Joseph Kishore,0,1,0,1
Barry,"City of Hastings,Ward 4, Precinct 4",President,,,Cornel West,0,0,0,0
Barry,"City of Hastings,Ward 4, Precinct 4",President,,,Jay J. Bowman,0,0,0,0
Barry,"City of Hastings,Ward 4, Precinct 4",President,,,Claudia De la Cruz,0,0,0,0
Barry,"City of Hastings,Ward 4, Precinct 4",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"City of Hastings,Ward 4, Precinct 4",President,,,Peter Sonski,0,0,0,0
Barry,"City of Hastings,Ward 4, Precinct 4",President,,,Write-ins,0,0,0,0
Barry,"Assyria Township, Precinct 1",President,,DEM,Kamala D. Harris,267,0,53,320
Barry,"Assyria Township, Precinct 1",President,,REP,Donald J. Trump,656,0,314,970
Barry,"Assyria Township, Precinct 1",President,,LIB,Chase Oliver,3,0,0,3
Barry,"Assyria Township, Precinct 1",President,,UST,Randall Terry,1,0,0,1
Barry,"Assyria Township, Precinct 1",President,,GRN,Jill Stein,1,0,0,1
Barry,"Assyria Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,9,0,0,9
Barry,"Assyria Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Barry,"Assyria Township, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"Assyria Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Assyria Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Assyria Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Assyria Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Assyria Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Baltimore Township, Precinct 1",President,,DEM,Kamala D. Harris,112,110,70,292
Barry,"Baltimore Township, Precinct 1",President,,REP,Donald J. Trump,383,107,346,836
Barry,"Baltimore Township, Precinct 1",President,,LIB,Chase Oliver,3,1,1,5
Barry,"Baltimore Township, Precinct 1",President,,UST,Randall Terry,0,0,0,0
Barry,"Baltimore Township, Precinct 1",President,,GRN,Jill Stein,0,0,1,1
Barry,"Baltimore Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,1,2,2,5
Barry,"Baltimore Township, Precinct 1",President,,,Joseph Kishore,0,2,0,2
Barry,"Baltimore Township, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"Baltimore Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
