candidate,office,district,party,county,precinct,votes
,Straight Party,,DEM,Roscommon,"Au Sable Township, Precinct 1",23
,Straight Party,,REP,Roscommon,"Au Sable Township, Precinct 1",53
,Straight Party,,LIB,Roscommon,"Au Sable Township, Precinct 1",0
,Straight Party,,US Taxpayers,Roscommon,"Au Sable Township, Precinct 1",0
,Straight Party,,Working class,Roscommon,"Au Sable Township, Precinct 1",2
,Straight Party,,Green,Roscommon,"Au Sable Township, Precinct 1",1
,Straight Party,,Natural Law,Roscommon,"Au Sable Township, Precinct 1",0
Over votes,Straight Party,,,Roscommon,"Au Sable Township, Precinct 1",0
Under votes,Straight Party,,,Roscommon,"Au Sable Township, Precinct 1",82
Joseph R Biden,President,,DEM,Roscommon,"Au Sable Township, Precinct 1",51
Donald J Trump,President,,REP,Roscommon,"Au Sable Township, Precinct 1",106
Jo Jorgensen,President,,LIB,Roscommon,"Au Sable Township, Precinct 1",1
Don Blankenship,President,,UST,Roscommon,"Au Sable Township, Precinct 1",0
Howie Hawkins,President,,GRN,Roscommon,"Au Sable Township, Precinct 1",1
Rocky De La Fuente,President,,NLP,Roscommon,"Au Sable Township, Precinct 1",0
Write-In,President,,,Roscommon,"Au Sable Township, Precinct 1",0
Over votes,President,,,Roscommon,"Au Sable Township, Precinct 1",0
Under votes,President,,,Roscommon,"Au Sable Township, Precinct 1",2
Gary Peters,US Senate,,DEM,Roscommon,"Au Sable Township, Precinct 1",59
John James,US Senate,,REP,Roscommon,"Au Sable Township, Precinct 1",95
Valerie L. Willis,US Senate,,UST,Roscommon,"Au Sable Township, Precinct 1",2
Marcia Squier,US Senate,,GRN,Roscommon,"Au Sable Township, Precinct 1",2
Doug Dern,US Senate,,NLP,Roscommon,"Au Sable Township, Precinct 1",1
Write-In,US Senate,,,Roscommon,"Au Sable Township, Precinct 1",0
Over votes,US Senate,,,Roscommon,"Au Sable Township, Precinct 1",0
Under votes,US Senate,,,Roscommon,"Au Sable Township, Precinct 1",2
Jerry Hilliard,U.S. House,4,DEM,Roscommon,"Au Sable Township, Precinct 1",46
John Moolenaar,U.S. House,4,REP,Roscommon,"Au Sable Township, Precinct 1",104
David Canny,U.S. House,4,LIB,Roscommon,"Au Sable Township, Precinct 1",2
Amy Slepr,U.S. House,4,GRN,Roscommon,"Au Sable Township, Precinct 1",1
Write-In,U.S. House,4,,Roscommon,"Au Sable Township, Precinct 1",0
Over votes,U.S. House,4,,Roscommon,"Au Sable Township, Precinct 1",0
Under votes,U.S. House,4,,Roscommon,"Au Sable Township, Precinct 1",8
Zach Larson,State House,103,DEM,Roscommon,"Au Sable Township, Precinct 1",50
Daire Rendon,State House,103,REP,Roscommon,"Au Sable Township, Precinct 1",101
Write-In,State House,103,,Roscommon,"Au Sable Township, Precinct 1",0
Over votes,State House,103,,Roscommon,"Au Sable Township, Precinct 1",0
Under votes,State House,103,,Roscommon,"Au Sable Township, Precinct 1",10
,Straight Party,,DEM,Roscommon,"Backus Township, Precinct 1",31
,Straight Party,,REP,Roscommon,"Backus Township, Precinct 1",99
,Straight Party,,LIB,Roscommon,"Backus Township, Precinct 1",0
,Straight Party,,US Taxpayers,Roscommon,"Backus Township, Precinct 1",0
,Straight Party,,Working class,Roscommon,"Backus Township, Precinct 1",0
,Straight Party,,Green,Roscommon,"Backus Township, Precinct 1",0
,Straight Party,,Natural Law,Roscommon,"Backus Township, Precinct 1",0
Over votes,Straight Party,,,Roscommon,"Backus Township, Precinct 1",0
Under votes,Straight Party,,,Roscommon,"Backus Township, Precinct 1",76
Joseph R Biden,President,,DEM,Roscommon,"Backus Township, Precinct 1",56
Donald J Trump,President,,REP,Roscommon,"Backus Township, Precinct 1",149
Jo Jorgensen,President,,LIB,Roscommon,"Backus Township, Precinct 1",0
Don Blankenship,President,,UST,Roscommon,"Backus Township, Precinct 1",1
Howie Hawkins,President,,GRN,Roscommon,"Backus Township, Precinct 1",0
Rocky De La Fuente,President,,NLP,Roscommon,"Backus Township, Precinct 1",0
Write-In,President,,,Roscommon,"Backus Township, Precinct 1",0
Over votes,President,,,Roscommon,"Backus Township, Precinct 1",0
Under votes,President,,,Roscommon,"Backus Township, Precinct 1",0
Gary Peters,US Senate,,DEM,Roscommon,"Backus Township, Precinct 1",59
John James,US Senate,,REP,Roscommon,"Backus Township, Precinct 1",146
Valerie L. Willis,US Senate,,UST,Roscommon,"Backus Township, Precinct 1",0
Marcia Squier,US Senate,,GRN,Roscommon,"Backus Township, Precinct 1",0
Doug Dern,US Senate,,NLP,Roscommon,"Backus Township, Precinct 1",1
Write-In,US Senate,,,Roscommon,"Backus Township, Precinct 1",0
Over votes,US Senate,,,Roscommon,"Backus Township, Precinct 1",0
Under votes,US Senate,,,Roscommon,"Backus Township, Precinct 1",0
Jerry Hilliard,U.S. House,4,DEM,Roscommon,"Backus Township, Precinct 1",56
John Moolenaar,U.S. House,4,REP,Roscommon,"Backus Township, Precinct 1",147
David Canny,U.S. House,4,LIB,Roscommon,"Backus Township, Precinct 1",0
Amy Slepr,U.S. House,4,GRN,Roscommon,"Backus Township, Precinct 1",0
Write-In,U.S. House,4,,Roscommon,"Backus Township, Precinct 1",0
Over votes,U.S. House,4,,Roscommon,"Backus Township, Precinct 1",0
Under votes,U.S. House,4,,Roscommon,"Backus Township, Precinct 1",3
Zach Larson,State House,103,DEM,Roscommon,"Backus Township, Precinct 1",54
Daire Rendon,State House,103,REP,Roscommon,"Backus Township, Precinct 1",148
Write-In,State House,103,,Roscommon,"Backus Township, Precinct 1",0
Over votes,State House,103,,Roscommon,"Backus Township, Precinct 1",0
Under votes,State House,103,,Roscommon,"Backus Township, Precinct 1",4
,Straight Party,,DEM,Roscommon,"Denton Township, Precinct 1",348
,Straight Party,,REP,Roscommon,"Denton Township, Precinct 1",779
,Straight Party,,LIB,Roscommon,"Denton Township, Precinct 1",2
,Straight Party,,US Taxpayers,Roscommon,"Denton Township, Precinct 1",5
,Straight Party,,Working class,Roscommon,"Denton Township, Precinct 1",1
,Straight Party,,Green,Roscommon,"Denton Township, Precinct 1",1
,Straight Party,,Natural Law,Roscommon,"Denton Township, Precinct 1",2
Over votes,Straight Party,,,Roscommon,"Denton Township, Precinct 1",0
Under votes,Straight Party,,,Roscommon,"Denton Township, Precinct 1",744
Joseph R Biden,President,,DEM,Roscommon,"Denton Township, Precinct 1",657
Donald J Trump,President,,REP,Roscommon,"Denton Township, Precinct 1",1192
Jo Jorgensen,President,,LIB,Roscommon,"Denton Township, Precinct 1",13
Don Blankenship,President,,UST,Roscommon,"Denton Township, Precinct 1",8
Howie Hawkins,President,,GRN,Roscommon,"Denton Township, Precinct 1",2
Rocky De La Fuente,President,,NLP,Roscommon,"Denton Township, Precinct 1",2
Write-In,President,,,Roscommon,"Denton Township, Precinct 1",1
Over votes,President,,,Roscommon,"Denton Township, Precinct 1",1
Under votes,President,,,Roscommon,"Denton Township, Precinct 1",6
Gary Peters,US Senate,,DEM,Roscommon,"Denton Township, Precinct 1",675
John James,US Senate,,REP,Roscommon,"Denton Township, Precinct 1",1161
Valerie L. Willis,US Senate,,UST,Roscommon,"Denton Township, Precinct 1",13
Marcia Squier,US Senate,,GRN,Roscommon,"Denton Township, Precinct 1",9
Doug Dern,US Senate,,NLP,Roscommon,"Denton Township, Precinct 1",5
Write-In,US Senate,,,Roscommon,"Denton Township, Precinct 1",0
Over votes,US Senate,,,Roscommon,"Denton Township, Precinct 1",2
Under votes,US Senate,,,Roscommon,"Denton Township, Precinct 1",17
Jerry Hilliard,U.S. House,4,DEM,Roscommon,"Denton Township, Precinct 1",581
John Moolenaar,U.S. House,4,REP,Roscommon,"Denton Township, Precinct 1",1226
David Canny,U.S. House,4,LIB,Roscommon,"Denton Township, Precinct 1",21
Amy Slepr,U.S. House,4,GRN,Roscommon,"Denton Township, Precinct 1",14
Write-In,U.S. House,4,,Roscommon,"Denton Township, Precinct 1",1
Over votes,U.S. House,4,,Roscommon,"Denton Township, Precinct 1",1
Under votes,U.S. House,4,,Roscommon,"Denton Township, Precinct 1",38
Zach Larson,State House,103,DEM,Roscommon,"Denton Township, Precinct 1",608
Daire Rendon,State House,103,REP,Roscommon,"Denton Township, Precinct 1",1211
Write-In,State House,103,,Roscommon,"Denton Township, Precinct 1",5
Over votes,State House,103,,Roscommon,"Denton Township, Precinct 1",0
Under votes,State House,103,,Roscommon,"Denton Township, Precinct 1",58
,Straight Party,,DEM,Roscommon,"Denton Township, Precinct 2",291
,Straight Party,,REP,Roscommon,"Denton Township, Precinct 2",651
,Straight Party,,LIB,Roscommon,"Denton Township, Precinct 2",2
,Straight Party,,US Taxpayers,Roscommon,"Denton Township, Precinct 2",2
,Straight Party,,Working class,Roscommon,"Denton Township, Precinct 2",4
,Straight Party,,Green,Roscommon,"Denton Township, Precinct 2",0
,Straight Party,,Natural Law,Roscommon,"Denton Township, Precinct 2",0
Over votes,Straight Party,,,Roscommon,"Denton Township, Precinct 2",0
Under votes,Straight Party,,,Roscommon,"Denton Township, Precinct 2",632
Joseph R Biden,President,,DEM,Roscommon,"Denton Township, Precinct 2",525
Donald J Trump,President,,REP,Roscommon,"Denton Township, Precinct 2",1037
Jo Jorgensen,President,,LIB,Roscommon,"Denton Township, Precinct 2",7
Don Blankenship,President,,UST,Roscommon,"Denton Township, Precinct 2",2
Howie Hawkins,President,,GRN,Roscommon,"Denton Township, Precinct 2",2
Rocky De La Fuente,President,,NLP,Roscommon,"Denton Township, Precinct 2",0
Write-In,President,,,Roscommon,"Denton Township, Precinct 2",0
Over votes,President,,,Roscommon,"Denton Township, Precinct 2",3
Under votes,President,,,Roscommon,"Denton Township, Precinct 2",6
Gary Peters,US Senate,,DEM,Roscommon,"Denton Township, Precinct 2",545
John James,US Senate,,REP,Roscommon,"Denton Township, Precinct 2",995
Valerie L. Willis,US Senate,,UST,Roscommon,"Denton Township, Precinct 2",11
Marcia Squier,US Senate,,GRN,Roscommon,"Denton Township, Precinct 2",6
Doug Dern,US Senate,,NLP,Roscommon,"Denton Township, Precinct 2",6
Write-In,US Senate,,,Roscommon,"Denton Township, Precinct 2",0
Over votes,US Senate,,,Roscommon,"Denton Township, Precinct 2",0
Under votes,US Senate,,,Roscommon,"Denton Township, Precinct 2",19
Jerry Hilliard,U.S. House,4,DEM,Roscommon,"Denton Township, Precinct 2",468
John Moolenaar,U.S. House,4,REP,Roscommon,"Denton Township, Precinct 2",1055
David Canny,U.S. House,4,LIB,Roscommon,"Denton Township, Precinct 2",14
Amy Slepr,U.S. House,4,GRN,Roscommon,"Denton Township, Precinct 2",14
Write-In,U.S. House,4,,Roscommon,"Denton Township, Precinct 2",0
Over votes,U.S. House,4,,Roscommon,"Denton Township, Precinct 2",1
Under votes,U.S. House,4,,Roscommon,"Denton Township, Precinct 2",30
Zach Larson,State House,103,DEM,Roscommon,"Denton Township, Precinct 2",484
Daire Rendon,State House,103,REP,Roscommon,"Denton Township, Precinct 2",1043
Write-In,State House,103,,Roscommon,"Denton Township, Precinct 2",3
Over votes,State House,103,,Roscommon,"Denton Township, Precinct 2",2
Under votes,State House,103,,Roscommon,"Denton Township, Precinct 2",50
,Straight Party,,DEM,Roscommon,"Gerrish Township, Precinct 1",392
,Straight Party,,REP,Roscommon,"Gerrish Township, Precinct 1",753
,Straight Party,,LIB,Roscommon,"Gerrish Township, Precinct 1",8
,Straight Party,,US Taxpayers,Roscommon,"Gerrish Township, Precinct 1",1
,Straight Party,,Working class,Roscommon,"Gerrish Township, Precinct 1",0
,Straight Party,,Green,Roscommon,"Gerrish Township, Precinct 1",2
,Straight Party,,Natural Law,Roscommon,"Gerrish Township, Precinct 1",0
Over votes,Straight Party,,,Roscommon,"Gerrish Township, Precinct 1",1
Under votes,Straight Party,,,Roscommon,"Gerrish Township, Precinct 1",968
Joseph R Biden,President,,DEM,Roscommon,"Gerrish Township, Precinct 1",793
Donald J Trump,President,,REP,Roscommon,"Gerrish Township, Precinct 1",1291
Jo Jorgensen,President,,LIB,Roscommon,"Gerrish Township, Precinct 1",23
Don Blankenship,President,,UST,Roscommon,"Gerrish Township, Precinct 1",3
Howie Hawkins,President,,GRN,Roscommon,"Gerrish Township, Precinct 1",1
Rocky De La Fuente,President,,NLP,Roscommon,"Gerrish Township, Precinct 1",0
Write-In,President,,,Roscommon,"Gerrish Township, Precinct 1",5
Over votes,President,,,Roscommon,"Gerrish Township, Precinct 1",0
Under votes,President,,,Roscommon,"Gerrish Township, Precinct 1",9
Gary Peters,US Senate,,DEM,Roscommon,"Gerrish Township, Precinct 1",776
John James,US Senate,,REP,Roscommon,"Gerrish Township, Precinct 1",1306
