candidate,office,district,party,county,precinct,votes
,Straight Party,,DEM,Iron,"City of Caspian, Precinct 1",86
,Straight Party,,REP,Iron,"City of Caspian, Precinct 1",127
,Straight Party,,LIB,Iron,"City of Caspian, Precinct 1",1
,Straight Party,,UST,Iron,"City of Caspian, Precinct 1",0
,Straight Party,,WCP,Iron,"City of Caspian, Precinct 1",2
,Straight Party,,GRN,Iron,"City of Caspian, Precinct 1",1
,Straight Party,,NLP,Iron,"City of Caspian, Precinct 1",0
Joseph R Biden,President,,DEM,Iron,"City of Caspian, Precinct 1",163
Donald J Trump,President,,REP,Iron,"City of Caspian, Precinct 1",244
Jo Jorgensen,President,,LIB,Iron,"City of Caspian, Precinct 1",4
Don Blankenship,President,,UST,Iron,"City of Caspian, Precinct 1",0
Howie Hawkins,President,,GRN,Iron,"City of Caspian, Precinct 1",1
Rocky De La Fuente,President,,NLP,Iron,"City of Caspian, Precinct 1",0
Write-In,President,,,Iron,"City of Caspian, Precinct 1",0
Gary Peters,U.S. Senate,,DEM,Iron,"City of Caspian, Precinct 1",169
John James,U.S. Senate,,REP,Iron,"City of Caspian, Precinct 1",236
Valerie L Willis,U.S. Senate,,UST,Iron,"City of Caspian, Precinct 1",1
Marcia Squier,U.S. Senate,,GRN,Iron,"City of Caspian, Precinct 1",4
Doug Dern,U.S. Senate,,NLP,Iron,"City of Caspian, Precinct 1",1
Write-In,U.S. Senate,,,Iron,"City of Caspian, Precinct 1",0
Dana Ferguson,U.S. House,1,DEM,Iron,"City of Caspian, Precinct 1",153
Jack Bergman,U.S. House,1,REP,Iron,"City of Caspian, Precinct 1",250
Ben Boren,U.S. House,1,LIB,Iron,"City of Caspian, Precinct 1",7
Write-In,U.S. House,1,,Iron,"City of Caspian, Precinct 1",2
Janet Metsa,State House,110,DEM,Iron,"City of Caspian, Precinct 1",176
Gregory Markkanen,State House,110,REP,Iron,"City of Caspian, Precinct 1",228
Rick Sauermilch,State House,110,GRN,Iron,"City of Caspian, Precinct 1",5
Write-In,State House,110,,Iron,"City of Caspian, Precinct 1",1
,Straight Party,,DEM,Iron,"City of Crystal Falls, Precinct 1",160
,Straight Party,,REP,Iron,"City of Crystal Falls, Precinct 1",250
,Straight Party,,LIB,Iron,"City of Crystal Falls, Precinct 1",1
,Straight Party,,UST,Iron,"City of Crystal Falls, Precinct 1",0
